Product Name,Code,Batch No,"MFI (gm/10min)
(min)","MFI (gm/10min)
(max)","Density
(gm/cc)
(min)","Density
(gm/cc)
(max)","Ash Content
(%)
(min)","Ash Content
(%)
(max)","Moisture
(%)","TS @ yield(MPa)
(min)","TS @ yield(MPa)
(max)","El@yl ( % )
(min)","El@yl ( % )
(max)","Flexural Modulus(MPa)
(min)","Flexural MS(MPa)
(max)","Flexural Strength @ PL(MPa)
(min)","FS @ PL(MPa)
(max)",Izod imp(J/m)(min),"500
(min)","500
(max)",Izod imp(J/m)(max),Flammability @3.2 mm (Rating),"Flammability
(thickness (mm))","HDT 
(Min) ( °C )","HDT
(max) (°C)",Glow Wire Test @ 3.2mm (°C),"Glow Wire Test
thickness (mm)","El@Brk ( % )
(min)","El@Brk ( % )
(max)",Remark,Rev. No.,COLOR,"Mould Shrinkage, Linear(%)",Water Absorption(%),"Un-Notched Izod Impact Strength @ 23°C, 3.2 mm		","Melting Point(°C)
(min)","Un-annealed, HDT @ 0.455 MPa	",Vicat Softening Point,Coefficient of Linear Thermal Expansion                ,Comparative Tracking Index,Dielectric Strength(KV/mm),Dielectric Constant(Unit Less),Volume Resistivity (Ohm.cm),Surface Resistivity(Ohm),Drying Temperature Dehumidified dryer(°C),Drying Time(Hrs),Rear Temperature(°C),Middle Temperature(°C),Front Temperature,Nozzle Temperature(°C),Mold Temperature(°C),MFI TEST CONDITION,"Mould Shrinkage, transverse","Tensile Strength at Yield, TEST CONDITION","Tensile Modulus, TEST CONDITION",Elongation at Yield TEST CONDITION,Flexural Strength TEST CONDITION,Flammability @0.8,Flammability @1.6,GWT @0.8,GWT @1.6,L (min),a (min),b (min),Issue Date,L (max),a (max),b (max),,ROHS,REACH,Halogen Free,Long Cut,Color Variation (Black Spot Free),Finish (Shine/Dull),Recycle Content Type (PIR/PCR),PIR %tage,PCR %tage,Yellow Card,Phosphorus Free,Persistent organic pollutants (POP),Aesthetic function,Railway fire smoke requirements (EN45545),Friction resistance,"Fatigue resistance  {ISO 13003 (flexure fatigue),ISO 15850 (delamination)}",Ozone resistance,Chemical resistance ,Laser printing,Pad printing,Labelling ,"Welding Precise mode (laser, ultrasonic, ..)",Delta E,Transmittance,GWT or UL Seconds
HiLENE™ 15% TF + 15% GF PP Black,500C3301,,8,14,1.12,1.16,28,32,0.15,50,70,4,8,"1,900.00","2,100.00",70,90,50,,,,-,3.2,130,150,,,,,,Rev. No. 01,Black,0.5,0.25,,160 ± 3,150 ± 5,,,,,,-,-,70 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 210,60 - 80,230°C/2.16kg,1.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,650,,,,25/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HiLENE™ 40% GF PP Natural,500C4031,,8,16,1.13,1.17,38,42,0.15,75,95,4,6,"4,000.00","4,400.00",120,140,90,,,,,,150,170,,,,,,Rev. No. 00,Natural,0.4,0.25, -,160 ± 3,165 ± 5, -, -, -, -, -, -, -,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 210,60 - 80,230°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HiLENE™ 40% GF PP Heat Stabilized Natural,500C4031HS,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Natural,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eHiLENE™ 20% GF PP Black,501C2001,,5,15,1.04,1.08,18,22,0.15,20,30,4,6,"1,100.00","1,700.00",35,45,40,,,,,3.2,135,145,,,,,,Rev. No. 00,Black,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PCR,,30,,,,,,,,,,,,,,,,
eHiLENE™ 20 % TF PP Black,501C2101,,10,20,1.01,1.05,18,22,0.15,18,22,6,10,"1,000.00","1,300.00",36,40,35,,,,,3.2,70,80,,,,,,Rev. No. 00,Black,1.5,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,1.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/10/2021,,,,,,,,,,,PCR,,25,,,,,,,,,,,,,,,,
,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Black,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eHiLENE™ MF PP Dark Grey,501C2281,,10,20,1.04,1.08,20,24,0.15,16,20,6,8,900,"1,100.00",24,28,45,,,55,,3.2,65,75,,,,,,Rev. No. 00,Dark Grey,1.5,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,1.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/10/2021,,,,,,,,,,,PIR,40,,,,,,,,,,,,,,,0.5,,
#N/A,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Dark Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
eHiLENE™ 30% GF PP Black,501C3001,,6,12,1.08,1.12,28,32,0.15,35,45,5,7,"2,200.00","2,800.00",50,70,45,,,55,,3.2,140,160,,,,,,Rev. No. 00,Black,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PIR + PCR,20,20,,,,,,,,,,,,,,,,
eHiLENE™ 30%TF PP Metallic Grey,501C3081,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Metallic Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PIR,40,,,,,,,,,,,,,,,0.5,,
eHiLENE™ 30% TF PP Compound Black,501C3201,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Black,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PIR,40,,,,,,,,,,,,,,,,,
eHiLENE™ Light Grey PP Compound,501C3281,,10,20,1.1,1.14,33,37,0.15,15,19,5,7,800,"1,000.00",27,33,50,,,70,,3.2,80,90,,,,,,Rev. No. 00,Light Grey,1.5,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,1.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/10/2021,,,,,,,,,,,PIR,40,,,,,,,,,,,,,,,0.5,,
eHiLENE™ Dark Grey PP Compound,501C3282,,10,20,1.1,1.14,33,37,0.15,14,20,5,7,800,"1,000.00",27,33,100,,,,,3.2,80,90,,,,,,Rev. No. 00,Dark Grey,1.5,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,1.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,15/10/2021,,,,,,,,,,,PIR + PCR,20,20,,,,,,,,,,,,,,0.5,,
HiLENE™ 25 % TF PP Dark Grey,501C3283,,8,12,1.03,1.07,23,27,0.15,25,29,7,9,"1,100.00","1,300.00",36,40,50,,,,,3.2,75,85,,,,,,Rev. No. 01,Dark Grey,1.6,0.25, -,160 ± 3, -, -, -,-,-,-,-,-,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 210,60 - 80,230°C/2.16kg,1.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min, -,-,-,-,29.85,-0.02,-1.71,8/12/2021,,,,,,,,Long Cut free,black spot free,Shine,,,,,,,,,,,,,,,,,0.5,,
eHiLENE™ 30% MF PP Light Grey,501C3286,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,PIR + PCR,20,20,,,,,,,,,,,,,,0.5,,
HiLENE™ UF PP Black,510C0002,,15,25,0.89,0.93,,2,0.2,20,24,8,14,"1,000.00","1,800.00",26,30,100,,,,,,55,65,,,,,,Rev. No. 00,Black,2,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,2,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,4/5/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HiLENE™ UF FR PP Natural,510C0031F,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Natural,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HiLENE™ UF FR PP Yellow,510C0041F,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Yellow,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ UF PP Dark Grey,510C0081,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Dark Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ UF FR PP White,510C0091F,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 10% TF PP Black,510C1102,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Black,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HiLENE™ MF PP Beige,510C1111,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Beige,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 10% TF PP Dark Grey,510C1181,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Dark Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 10 % TF PP Opel White,510C1191,,20,30,1.02,1.06,20,24,0.15,22,28,6,10,"1,000.00","1,200.00",35,45,60,,,,,3.2,70,80,,,,,,Rev. No. 00,Opel White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 20% TF PP Black,510C2101,,10,20,1,1.04,18,22,0.2,20,26,6,10,"1,000.00","1,400.00",30,40,70,,,,-,-,65,75,,,,,,Rev. No. 01,Black,1.5,0.25,,160 ± 3,-,-,-,-,-,-,-,-,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,1.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,12/12/2022,,,,,,,,Long Cut free,black spot free,Shine,,,,,,,,,,,,,,,,,,,
HiLENE™ PP 20%TF Black,510C2102,,9,15,1.06,1.1,23,27,0.2,18,22,6,10,"2,000.00","3,000.00",30,50,55,,,,-,3.2,70,80,,,,,,Rev. No. 01,Black,1.4,0.25,,160 ± 3,,,,,,,-,-,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,27.19,0.13,0.4,11/1/2025,27.39,0.33,0.6,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 22% TF PP Black,510C2103,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Black,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 20% TF PP White,510C2193,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 20% TF PP White,510C2193N,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 20% MF PP Dark Grey,510C2281,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Dark Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 20 % MF PP White,510C2292,,15,,1.03,1.07,18,22,0.15,18,22,5,9,"1,100.00","1,500.00",28,34,100,,,,,3.2,60,70,,,,,,Rev. No. 00,White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 20% MF PP White,510C2293,,15,,1.03,1.07,18,22,0.15,18,22,5,9,"1,300.00","1,500.00",30,36,110,,,,,3.2,60,70,,,,,,Rev. No. 00,White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 20% MF PP White,510C2294,,12,18,1.02,1.06,18,22,0.2,14,18,15,25,"1,200.00","1,600.00",25,33,200,,,,,-,60,70,-,-,-,-,-,Rev. No. 01,White,1.2,0.25,-,160 ± 3,-,-,-,-,-,-,-,-,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,1.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 20% MF PP White,510C2295,,12,18,1.02,1.06,18,22,0.2,14,18,15,25,"1,200.00","1,600.00",25,33,200,,,,,-,60,70,-,-,-,-,-,Rev. No. 01,Off White,1.2,0.25,-,160 ± 3,-,-,-,-,-,-,-,-,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,1.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 30% GF PP Yellow,510C3041,,10,20,1.1,1.14,28,32,0.15,65,75,5,9,"3,000.00","3,600.00",100,120,100,,,,,3.2,145,155,,,,,,Rev. No. 00,Yellow,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 30% GF PP Dark Grey,510C3081,,10,20,1.1,1.14,28,32,0.15,65,75,5,9,"3,000.00","3,600.00",100,120,100,,,,,3.2,145,155,,,,,,Rev. No. 00,Dark Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ PP 30% MF Natural,510C3231,,15,,1.08,1.12,28,32,0.15,18,22,5,9,,,27,33,80,,,,,3.2,60,70,,,,,,Rev. No. 00,Natural,1.5,0.25,,160 ± 3,115 ± 5,,,> 500,,,,,70 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,2,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HiLENE™ PP 30% TF Havells Green,510C3251,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Green,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ Met. Grey PP Compound,510C3281,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ Light Grey,510C3282,,14,22,1.08,1.12,28,32,0.15,16,22,5,9,"1,000.00","1,400.00",27,33,100,,,,,0.8,75,85,,,,,,Rev. No. 00,Light Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ Dark Grey,510C3283,,14,22,1.08,1.12,28,32,0.15,16,22,5,9,"1,000.00","1,400.00",27,33,100,,,,,3.2,75,85,,,,,,Rev. No. 00,Dark Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 30 % TF PP Grey,510C3284,,15,21,1.08,1.12,28,32,0.15,16,22,5,9,800,"1,000.00",27,33,80,,,,,0.8,65,75,,,,,,Rev. No. 00,Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ PP Dark Grey Compound,510C3285,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Dark Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ PP Light Grey Compound,510C3286,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Light Grey,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ Milky White PP Compound,510C3292,,15,25,1.09,1.13,33,37,0.15,12,18,3,7,700,900,25,31,60,,,80,,3.2,75,85,,,,,,Rev. No. 00,Milky White,1.5,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,1.7,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ Milky White PP Compound,510C3293,,8,16,1.09,1.13,28,32,0.15,15,251,5,9,800,"1,000.00",32,38,90,,,,,3.2,65,75,,,,,,Rev. No. 00,Milky White,1.5,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,1.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ Milky White PP Compound,510C3291,,8,12,1.1,1.14,33,37,0.15,13,19,5,7,800,"1,000.00",25,31,55,,,75,,3.2,65,75,,,,,,Rev. No. 01,Milky White,1.5,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,1.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,7/7/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ Milky White PP Compound,510C3293E,,14,22,1.08,1.12,28,32,0.15,16,22,5,9,"1,200.00","1,400.00",27,33,90,,,,-,0.8,65,75,,,,,,Rev. No. 02,Milky White,1.5,0.25,-,160 ± 3,,,,-,-,-,-,-,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200,60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,86.12,-1.05,-6.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ Milky White PP Compound,510C3293L,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Milky White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ IFB White PP Compound,510C3294,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ Milky White PP Compound,510C3294E,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Milky White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ Milky White PP Compound,510C3294L,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Milky White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ PP Milky White,510C3295,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Milky White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 30% MF PP B. White,510C3295E,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ PP Compound MJ White,510C3296,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,White,,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
