,,,,,,,,
,,,,,,,,
,Action ID,Application,Component Name,Current Supplier Name,Current Supplier Grade,Current Supplier Datasheet,Product Grade,Product Description
,NSL224641,Automotive,automotive,Sabic,SABIC XENOY X4840 PBT+PC ,https://drive.google.com/open?id=1p7vTdgiE8pK3fZ4zSFbPdbT5PBG-FouZ,740C1101,#N/A
,NSL224645,Electrical,MCB,Calco,710C2383F4,,710C2383F10,#N/A
,NSL224643,Electrical,push button switch,NEW DEVLPMENT ,NEW PROJECT ,,730C0031F,ZiLITE™ UF FR PBT Natural
,NSL224640,Electrical,Electrical Switch,DSM/Lanxess/Envalior,SRF,,500C3031,HiLENE™ 30% GF PP Natural
,NSL224640,Agriculture,Agriculture Walve,PI,PI,,500C3031,HiLENE™ 30% GF PP Natural
,NSL224647,Electrical,Electrical circuit breaker,New product ,Na,https://drive.google.com/open?id=1KPw4InnmHzASifQAJhfdeBfbz0vXuGog,720C3001,CiLON™ 33 % GF PA 66 Black
,NSL224639,Electrical,Electrical Switch,DSM/Lanxess/Envalior,SRF,https://drive.google.com/open?id=1uuTU7jjieoxdxToNl-fTeQKZrLPF2tb5,710C3031,CiLON™ 30% GF PA 6 Natural
,NSL224649,Electrical,RAILWAY PART ,Sabic,LEXAN 500R BLACK,,750C1002F,#N/A
,NSL224636,Automotive,AUTOMOTIVE PART,NEXT POLYMER,NA,,Reject,#N/A
,NSL224653,Electrical,Insart ,new product ,NA ,,730C3031,ZiLITE™ 30% GF PBT Natural
,NSL224654,Automotive,Engine  component  channel ,Calco,Calco  (720C3002HS),,720C3002HS,CiLON™ 30% GF PA66 Black
,NSL224631,Automotive,Automotivre,Sabic,LAXAN EXL9134,,750C0082F,#N/A
,NSL224598,Electrical,MCB HOUSING HIGH VOLATGE ,Calco,CALCO  (POLYCAB GRADE),,710C3081F1,CiLON™ 30% GF FR PA6 RAL7035 Grey
,NSL224655,Electrical,MCB HOUSING HIGH VOLTAGE ,Calco,CALCO POLYCAB GRDAE,,710C3081F1,CiLON™ 30% GF FR PA6 RAL7035 Grey
,NSL224578,Automotive,automotive,DSM/Lanxess/Envalior,DSM,,740D3041F,#N/A
,NSL224442,Automotive,Bus parts ,NONE,NA,https://drive.google.com/open?id=1z5lfD6krYacydC_HosKIpFJxoEA4fatD,710C5031F,CiLON™ 50% GF FR PA6 Natural
,NSL224444,Automotive,Bus parts ,NONE,NA,https://drive.google.com/open?id=1u1LtkFYdYv1w-ZbDmniqypYYv3d82EmV,Insufficient Information,#N/A
,NSL224443,Automotive,Bus Parts,NONE,NA,https://drive.google.com/open?id=18Krgr4VPIFvT1gcdzvHYTrNqdqBC_sCN,710C3001F1,#N/A
,NSL224630,Medical,Medical Equpmengt,Dupont/Performance Speciality,70G 30HSL,,720C3004HS,CiLON™ 30% GF PA66 Black
,NSL224634,Automotive,Wheel Cap,Celanese/Next,NA,,722D1101HSIM,#N/A
,NSL224659,Electrical,Cable Guard/Connectors,Celanese/Next,NEXT,,710C0031A,#N/A
,NSL224637,Industrial,WIRE SPOOL(BOBIN),"Calco, ",E35 (GUJLON),,710C3036,#N/A
,NSL224658,Automotive,Multi parts ,New development ,NA,,711C1001A,CiLON™ 15% GF PA6 Black
,NSL224662,Electrical,Knob,Sabic,9415 RAL 7011,,Reject,#N/A
,NSL224671,Automotive,Automotive parts,none,NA,,Reject,#N/A
,NSL224672,Industrial,The application is some Accessories for roof top luggage.,EMS,GRILON B 70 GFE 30 H,https://drive.google.com/open?id=1byGPyr_JLzad3kYJd2OwczjOsa7k05Bj,710C3001HSIM,#N/A
,NSL224599,Electrical,"Auto Sector Application, Fluid container in engine compartment",Don't know Current supplier but 4 years ago bought from us,NA,,710C0031,CiLON™ Unfilled PA 6 Natural
,NSL224670,Electrical,MCB,Biser,ral 7035 - XU43251 Gy79,,710C2383F2,CiLON™ 20% MF + 5% GF FR PA6 Grey
,NSL224675,Automotive,PP 20%GF Natural,Local brand,NA,,500C2031,HiLENE™ 20 % GF PP Natural
,NSL224676,Industrial,CAP ,NEXT POLYMER,NX-01 D GY,https://drive.google.com/open?id=1O9uniX9k5SAtlgZfBFPPWoX5j_fqMpNC,711C0085,CiLON™ UF PA6 Dark Grey
,NSL224677,Appliance,DRAWER DOOR HANDEL,Celanese/Next,NA,,710C0001,CiLON™ Unfilled PA 6 Black
,NSL224679,Automotive,JCB MIROR PART ,"Calco, Celanese/Next",XU230BK 73,https://drive.google.com/open?id=1rzhPcmboFkaA5y3-toj80Azm8nRl0ocq,711C3001M,CiLON™ 30 % GF PA6 Black
,NSL224683,Electrical,Application: Electric Plastic Clamps,na,na,,711D1001F,#N/A
,NSL224685,Appliance,Chair Wheel,BASF,M28RC Natural ,,710C0031,CiLON™ Unfilled PA 6 Natural
,NSL224674,Automotive,Auto comp,Radici/Ester,PA66Unfiled Black,,721C0001,CiLON™ Unfilled PA 66 Black
,NSL224669,Automotive,Railway Engine Cover,No-one,PBT,,730C0033,ZiLITE™ Unfilled PBT Natural
,NSL224690,Electrical,Terminal Block,DR PLASTOTECH ,DR2130FR BLACK,,731C3001F,ZiLITE™ 30 % GF FR PBT Black
,NSL224699,Electrical,For Cable tie ,Chinese source,na,,710C0032,CiLON™ PA6 UNFILLED NATURAL
,NSL224684,Electrical,Electric Plug ,Calco,731C3001F,,730C3001F,ZiLITE™ 30% GF FR PBT Black
,NSL224700,Industrial,Water Pump ,Axel ,PA6 15GF Black,,711D1004,#N/A
,NSL224684,Electrical,Electrical Comp,Calco,730C3001F,,730C3001F,ZiLITE™ 30% GF FR PBT Black
,Hi,Industrial,RO Booster Pump,Celanese/Next,Nylon 6gf30.balck,,#N/A,#N/A
,NSL224690,Electrical,TERMINAL BLOCK,DR PLASTOTECH PVT LTD,DR 2130FR BLACK,,731C3001F,ZiLITE™ 30 % GF FR PBT Black
,NSL224652,Electrical,SWITCHGERE PART,"DSM/Lanxess/Envalior, BASF",NA,,#N/A,#N/A
,NSL224673,Automotive,Electrical part,DSM/Lanxess/Envalior,,,710C3001F,CiLON™ 30 % GF FR PA 6 Black
,NSL224693,Industrial,Booster Pump & Water Pump,Calco,Pi-Lon 630 Black,https://drive.google.com/open?id=1XNlu1FHkl2QufDpKrFcQRJM_F9DLABJx,711C3003,CiLON™ 30 % GF PA 6 Black
,NSL224705,Electrical,Contactor ,"DSM/Lanxess/Envalior, Ascend/Formulated",AFR450X2,,722D2082F1,#N/A
,NSL224706,Electrical,Contactor ,"DSM/Lanxess/Envalior, Ascend/Formulated",AFR450X2,,722D2082F2,#N/A
,NSL224707,Electrical,Knob,DSM/Lanxess/Envalior,RG301,,732D3081F,#N/A
,NSL224708,Electrical,Knob,Kovesto,Makrolon 9415,,Reject,#N/A
,NSL224703,Industrial,VALVE Body,New Development,CALCO,,720C3034,CiLON™ 30% GF PA66 Natural
,NSL224704,Electrical,Motor Fan,NA,NA,,710C3031F2,#N/A
,NSL224709,Electrical,SWITCHGERE PART,"DSM/Lanxess/Envalior, BASF",NA,,#N/A,#N/A
,NSL224710,Appliance,FAN PART,"Calco, KLJ",NA,,500C2031,HiLENE™ 20 % GF PP Natural
,NSL224711,Electrical,AUTOMOTIVE PART,LOCAL,NA,,711C3001HF,CiLON™ 30 % GF PA 6 Black
,NSL224712,Electrical,MCB (HPL),NA,NA,,710D3086F,#N/A
,NSL224713,Electrical,ELECTRICAL PART,NA,NA,,720D3022,#N/A
,NSL224715,Electrical,Na,Ascend/Formulated,PA6 GF 10,https://drive.google.com/open?id=1iJb1k50gyj_RwAeBAJ2k0hFkYDkASEqe,710D1003,#N/A
,NSL224714,Electrical,Na,Ascend/Formulated,Pa6 gf 10,https://drive.google.com/open?id=1vnKUZiSoZ0ecW9FverCN3p9KZE1cBxxm,710C1032,#N/A
,NSL224716,Electrical,NA,Ascend/Formulated,PA6 30%GF Black,https://drive.google.com/open?id=1pjVFycQBQzYCnhF6bsEiR_31JELBXpB-,710C3001E,CiLON™ 30% GF PA6 Ebony Black
,NSL224717,Automotive,PP 30%GF NATURAL,Local,NA,,500C3031,HiLENE™ 30% GF PP Natural
,NSL224725,Industrial,various parts will be manufactured,IMS Polymers,M%291,,711C3001HF,CiLON™ 30 % GF PA 6 Black
,NSL224726,Industrial,various parts,IMS Polymers,M%291,,711C3002,CiLON™ 30 % GF PA 6 Black
,NSL224727,Industrial,various parts,IMS Polymers,M%253,,711C0002,CiLON™ Unfilled PA 6 Black
,NSL224718,Automotive,connector ,UBE,NYLON 1013NW8,,710C0031A,#N/A
,NSL224696,Automotive,Radiator Shroud,Calco,SOP,,#N/A,#N/A
,NSL224697,Automotive,ELECTRICAL BOX MAHINDRA,DSM/Lanxess/Envalior,given rm sample,,720C4031,CiLON™ 43% GF PA66 NATURAL
,NSL224698,Automotive,Bracket M&M,Celanese/Next,70G 30HSKR,,Insufficient Information,#N/A
,NSL224689,Electrical,LED HOUSING ,Calco,NEW SOP,,Reject,#N/A
,NSL224728,Automotive,Lower bracket,Domo,PA 6 30 GF BLACK,,710C3001N,CiLON™ 30% GF PA6 Black
,NSL224735,Industrial,WIRE SPOOL(BOBIN),"Calco, Guzlon",E28RC,,710C3031,CiLON™ 30% GF PA 6 Natural
,NSL224736,Appliance,Water Tap,Local,Local,,#N/A,#N/A
,NSL224721,Lighting,"Siemens, various parts",DSM/Lanxess/Envalior,Akulon K224-G6,https://drive.google.com/open?id=1qmX1dH8DYm8fOdf4xf09Zly7Q3OL8DPD,710C3031,CiLON™ 30% GF PA 6 Natural
,NSL224722,Automotive,"Renault , various components",DSM/Lanxess/Envalior,Akulon® K224-HG6,https://drive.google.com/open?id=1VjLfXJ5pY3vhBEsAuSN0vr5NcIkqa9v-,710C3031HS,CiLON™ 30% GF PA6 Heat Stabilized Natural
,NSL224731,Automotive,Automotive,Celanese/Next,Crastin SK602 Grey,,730D1081,#N/A
,NSL224732,Automotive,Automotive (given),Dupont/Performance Speciality,70G 43 HSL,,720D4033,#N/A
,NSL224761,Automotive,UWB,RIA POLYMERS,RIALOX B 120 GF30 SZ HR NATURAL,,730D3031,#N/A
,NSL224739,Electrical,CSL Blap,New SOP,NA ,,730C2091LOp,#N/A
,NSL224663,Lighting,Bulb Holder,Chinese Source,...,,#N/A,#N/A
,NSL224664,Electrical,Switch Socket,Chinese Source,...,,Reject,#N/A
,NSL224762,Industrial,Industrial ,DOMO,TECHNYL A 218 BK 21N,https://drive.google.com/open?id=1rRpIBGGXURJSbZrVu0L9AvoHTnkVdN5Z,720C0001HS,CiLON™ UF PA66 Heat Stabilized Black
,NSL224760,Automotive,BATTERY PARTS,DSM/Lanxess/Envalior,SAMPLE GIVEN,,720D0021F,#N/A
,NSL224759,Industrial,industrial ,NA,NA,,500C3031,HiLENE™ 30% GF PP Natural
,NSL224759,Industrial,Industrial part,na,NA,,500C3031,HiLENE™ 30% GF PP Natural
,NSL224765,Automotive,radiator tank ,NA,NA,,720C3034HSHD,"CiLON™ 30% GF PA66 Heat Stabilized, Hydrolysis Resistance Natural"
,NSL224738,Electrical,Power cord Insert,Local Manufacturer,20%PBT Mily WHite,,#N/A,#N/A
,NSL224686,Appliance,Kitchen Appliances,Celanese/Next,PA66GF15 Black,https://drive.google.com/open?id=1a8QrSmKUuQR_QpiH4qKPwTN4i0X2yOWP,Insufficient Information,#N/A
,NSL224765,Automotive,Radiator Tank,not shared,NA,,720C3034HSHD,"CiLON™ 30% GF PA66 Heat Stabilized, Hydrolysis Resistance Natural"
,NSL224768,Industrial,PC Sheet,Covestro,Makrolon® 6557,https://drive.google.com/open?id=1N6XnY2Dmk9xsHtzTvb5cGUfsg_JgpDx2,750C0031F,PiCAN™ Unfilled FR PC  Natural
,NSL224769,Industrial,various industrial goods are produced with this material,Polimarky,RESTRAMID B27 GF15 NT 1A0000,https://drive.google.com/open?id=1MbVDT9eDjF3708-oXpgG5Hhx3R7b554k,710C1031,CiLON™ 15 % GF PA 6 Natural
,NSL224770,Industrial,various industrial components,Polimarky,RESTRAMID B27 GF30 NT 1A0000,https://drive.google.com/open?id=1ZULLWd6GDMyv14seAX_wBwSKWIrRwRaW,710C3031,CiLON™ 30% GF PA 6 Natural
,NSL224772,Electrical,circuit breaker,Domo (TDS is Rhodia),TECHNYL® C 52G1 V25,https://drive.google.com/open?id=1ve7G4SmG-MVFf2-ilvBvwznpngnAEsuz,710D2086F,#N/A
,NSL224757,Automotive,Key ,Local Manufacturers,PP 20 GF Black ,,#N/A,#N/A
,NSL224764,Automotive,Automotive Part,NA,NA,,#N/A,#N/A
,NSL224786,Automotive,Clamps and fixing clips.,none,NA,https://drive.google.com/open?id=1eraZxtvY-OIkeBZdT4EsWt7s3Co7AyMT,720C0031HS,CiLON™ UF PA66 Heat Stabilized Natural
,NSL224787,Automotive,Clamps and fixing clips.,none,na,,720C0001HS,CiLON™ UF PA66 Heat Stabilized Black
,NSL224788,Automotive,Clamps and fixing clips.,none,NA,https://drive.google.com/open?id=1Oq9h8KMg7mNtkFdoTISjmKLcRVQyMm1H,720C0001,CiLON™ UF PA66 Black
,NSL224792,Automotive,Automotive part ,Calco,720C3001,,720C3001,CiLON™ 33 % GF PA 66 Black
,NSL224796,Appliance,Wheel Chair,Local,Local,,500C2031,HiLENE™ 20 % GF PP Natural
,NSL224799,Automotive,Coupler,Calco,cALCO ,,711C3002,CiLON™ 30 % GF PA 6 Black
,NSL224766,Industrial,Busbar Junction ,Radici/Ester,"Polyamide 66 Glass Fiber Reinforced, 33%","https://drive.google.com/open?id=1ezCj_va34hMJ5kTThBMSMkVNq3fEq7ti, https://drive.google.com/open?id=1TwwE9qTFsZeYuN7ucopRvaFf7i5gxH3s",722D3001,#N/A
,NSL224767,Electrical,Bulb Holder,Radici/Ester,NA,,Reject,#N/A
,NSL224793,Appliance,Chair Base ,Ravago,Nylon 6 GF30 Black,,#N/A,#N/A
,NSL224794,Appliance,Chair Parts,Ravago,Nylon 6 GF30 Natural,,#N/A,#N/A
,NSL224800,Electrical,Electrical Socket,Calco,CiLON™ 20%MF + 5% GF FR PA6 RAL8016 Brown,,710C2311F,CiLON™ 20%MF + 5% GF FR PA6 RAL8016 Brown
,NSL224805,Industrial,Industrial component ,Calco,510C2102,,510C2102,HiLENE™ PP 20%TF Black
,NSL224801,Electrical,Connector ,Kigfa ,PBT 30% gf natural FR V0,,Insufficient Information,#N/A
,NSL224813,Electrical,Electrical,Ascend/Formulated,RM GIVEN,,710D2004F,#N/A
,NSL224814,Electrical,EV Charger,Ascend/Formulated,RM SAMPLE ,,710D2087F,#N/A
,NSL224815,Electrical,EV CHARGER,Ascend/Formulated,RM SAMPLE GIVEN,,710D2021F,#N/A
,NSL224816,Automotive,EV CHARGESR,Ascend/Formulated,RM SAMPLE GIVEN,,710D2061F,#N/A
,NSL224817,Automotive,ELECTRICAL,EXCEL/DHARA,DHARA,,Insufficient Information,#N/A
,NSL224818,Electrical,ELECTRICAL,Ascend/Formulated,ACENT,,710D2033F,#N/A
,NSL224819,Appliance,WHEEL ,"Calco, Celanese/Next",710C3031,,#N/A,#N/A
,NSL224820,Appliance,ELBOW,"Calco, Celanese/Next",721C3002,,#N/A,#N/A
,NSL224821,Appliance,ELBOW,DSM/Lanxess/Envalior,AKULON K224 HG7,https://drive.google.com/open?id=1uPItuvrUwYB4jtRbECtZBX7W17kCsDv5,#N/A,#N/A
,NSL224822,Appliance,APPLIANCES,"Calco, Celanese/Next",710C0031,,#N/A,#N/A
,NSL224823,Appliance,elbow,KLON,RM SAMPLE,,#N/A,#N/A
,NSL224824,Electrical,SOCKET BUSHING,Calco,SOP,,#N/A,#N/A
,NSL224826,Automotive,AUTOMOTIVE,Radici/Ester,Radilon A RV300W 100 NA,,720D3035HS,#N/A
,NSL224827,Automotive,AUTOMOTIVE,"Celanese/Next, KLON",70G 30HSL- TY A218 V30 BK 34NGK,,711D3004HS,#N/A
,NSL224828,Automotive,AUTOMOTIVE,BASF,ZYTEL 101L BKB080,,720D0003HS,#N/A
,NSL224829,Automotive,AUTOMOTIVE,AUTOTECH,"PA 66, 35% GF - ISONYL_A_66_GF35_BK",,720D3007HS,#N/A
,NSL224831,Automotive,AUTOMOTIVE,"BASF, DOMO",A 216 V30 BLACK,,Insufficient Information,#N/A
,NSL224832,Automotive,AUTOMOTOVE,DSM/Lanxess/Envalior,Arnite TV4 261 BLK,,730C3001,ZiLITE™ 30% GF PBT Black
,NSL224825,Electrical,AC FAN PART,kingfa,NA,,Competitor KingFa etc 20%GF SAN grade/TDS and Application requirements ,#N/A
,NSL224805,Industrial,INSULATION PART,Calco,510C2102,,510C2102,HiLENE™ PP 20%TF Black
,NSL224830,Industrial,Industrial grade,TECHMAXX,PBT PET 3001 UV BLACK,https://drive.google.com/file/d/1mu-pBX66XF8kLufXzIF0GaUcel-8aRr2/view?usp=drive_link,740C2001,#N/A
,NSL224833,Industrial,INDUSTRIAL PART,Envalior,Pocan B1505 000000,https://drive.google.com/open?id=1nc1IZp7xUhipJYVzboM0aaiTUfudeVWP,730C0001,"ZiLITE™ Unfilled PBT, Black"
,NSL224809,Electrical,Switch Gear Application ,Ascend/Formulated,N6GF30FR Black,,710C3001F,CiLON™ 30 % GF FR PA 6 Black
,NSL224835,Automotive,Automotive Part,local,NA,,721C2001F,CiLON™ 25% GF FR PA66 Black
,NSL224834,Automotive,ROTARY SWITCH,NEW DEVLOPMENT ,NA,,720C3001F,CiLON™ 30% GF FR PA66 Red Phosphorus
,NSL224840,Automotive,Auto Parts,omnexus,"NOVADURAN 5010R5, BLACK BK2",,732D0002,#N/A
,NSL224841,Automotive,Auto Parts,"Dupont/Performance Speciality, omnixus","NOVADURAN 5010GT15, BLACK BK2",,732D1001T,#N/A
,NSL224842,Automotive,Auto Parts,omnixus,NOVADURAN 5010R8M BLACK BK2,,732D0001,#N/A
,NSL224843,Automotive,Auto Part,omnixus,"NOVADURAN 5010G30, NATURAL NA",,732D3031,#N/A
,NSL224844,Automotive,Auto Part,omnixus,"NOVADURAN 5010R5, NATURAL",,732D0032,#N/A
,NSL224845,Automotive,Auto Part,omnixus,NOVADURAN 5010G15 BLACK BK2,,732D1001,#N/A
,NSL224847,Automotive,Auto Part,omnimus,"NOVADURAN 5010R8M, NATURAL NA,",,732D0031,#N/A
,NSL224774,Automotive,Arm Rest Component,NA,NA,"https://drive.google.com/open?id=1GhjIHfCtcWGlE9yHlQI4_2-C3acnxU73, https://drive.google.com/open?id=1bffIKEKxHnbEvDqksUAaqSOPORJU7f6L",710D3004HS,#N/A
,NSL224775,Automotive,Arm Rest Component,N/A,N/A,"https://drive.google.com/open?id=1Hfp6FBVgWzPHKGtVL6gfSAiOqEKSz2by, https://drive.google.com/open?id=1lnTIkmZ0v7yW-SAxoFfLk0snD4xk1mSL",710D3005HS,#N/A
,NSL224776,Automotive,Arm Rest Component,see standard,PA6-GK15 VW50125 satin black 9B9 - grain VW K31,"https://drive.google.com/open?id=1hPiVgHGZtozYUG0RWI8yv0neQ4Xj-vEM, https://drive.google.com/open?id=1rb5lEnzIdAAqE8tbe_di-LH2RB20SbCN",710D1004HS,#N/A
,NSL224723,Industrial,IKEA Wardrobe Parts,Nurel,PROMYDE B30 P2 G15_EN,https://drive.google.com/open?id=1eq7NdKu0c6aj5Edfi2VUnqQNF-5M8ND6,710D1002HS,#N/A
,NSL224724,Industrial,ikea pax wardrobe components,Nursel,Promyde B30 P_EN 2,https://drive.google.com/open?id=1DrSwuZ1vrBJUWSQC_KVQ7ykM-Vc6K0RF,710D0032HS,#N/A
,NSL224153,Automotive,Mirror Housing ,DSM/Lanxess/Envalior,Technly SX218,,Insufficient Information,#N/A
,NSL224850,Appliance,RO Booster Pump,Celanese/Next,Nylon 6gf30.balck,https://drive.google.com/open?id=1muV3rC9cajSgqI-WH4K4Cco5MGR64Jrx,710C3001E,CiLON™ 30% GF PA6 Ebony Black
,NSL224852,Electrical,Holder,other ,NA,,730C3031F,ZiLITE™ 30% GF FR PBT Natural
,NSL224806,Automotive,Railway Bracket,Calco,711C0002,,711C0002,CiLON™ Unfilled PA 6 Black
,NSL224859,Electrical,Driver Box,Calco,730C2094F1,,730C2094F1,#N/A
,NSL224864,Industrial,Idller,NA,NA,,710C0031A,#N/A
,NSL224857,Electrical,Booster Pump,AXEL POLYMERS,PA6 30 GF BLACK,,710C3001E,CiLON™ 30% GF PA6 Ebony Black
,NSL224858,Electrical,Booster Pump, AXEL POLYMERS,PA6 15 GF BLACK,,711C1001,CiLON™ 15 % GF PA 6 Black
,NSL224852,Electrical,HOLDER,NEW SOP,NEW,,730C3031F,ZiLITE™ 30% GF FR PBT Natural
,NSL224867,Electrical,MCB,Calco,710C2383F4,,710C2383F2,CiLON™ 20% MF + 5% GF FR PA6 Grey
,NSL224865,Industrial,Industrial Products ,Ravago,PA6 UF Natural ,,#N/A,#N/A
,NSL224871,Electrical,Electric motor,New SOP,NA,,#N/A,#N/A
,NSL224872,Electrical,Booster Pump,Guzlon,PA6 30GF NATURAL ,,710C3031,CiLON™ 30% GF PA 6 Natural
,NSL224430,Electrical,ELECTRICAL COMPONENTS,DSM/Lanxess/Envalior,Akulon K224-GO,https://drive.google.com/open?id=1OLR8FClK9wb1zd6HfjYhRG8A89-xxXEo,710C5001P,#N/A
,NSL224868,Electrical,MCB,Radici/Ester,XU4201GY02,,#N/A,#N/A
,NSL224853,Electrical,Electrical and Industrial Products,Ascend/Formulated,PA66 30GF Black ,,#N/A,#N/A
,NSL224733,Automotive,Clutch part,KOPLA,PA66GF33 Black,,#N/A,#N/A
,NSL224875,Industrial,Industrial component,N/A,N/A,,711D5002 ,#N/A
,NSL224878,Industrial,Export material ,NA,NA,,710C0031A,#N/A
,NSL224863,Industrial,Industrial Products ,Ravago,PA6 UF Natural ,,710C0031A,#N/A
,NSL224882,Appliance,heat sheeld,"Calco, KLJ Polymer",PBT 20% GF no FR natural ,,730C2031,ZiLITE™ 20 % GF PBT Natural
,NSL224870,Appliance,appliance,Kingfa,PBT GF 30% FR,,730C3001F,ZiLITE™ 30% GF FR PBT Black
,NSL224885,Electrical,Electrical,DSM/Lanxess/Envalior,akulon k225ks,https://drive.google.com/open?id=1fna9tXq0JmvDRoXCNKh8CNj0NduAB-bI,Insufficient Information,#N/A
,NSL224886,Electrical,Electrical,DSM/Lanxess/Envalior,DataSheetAKULON-K-FKGS6,https://drive.google.com/open?id=1PicvwJxI9v5q9MVEKP2s985Yq-gCGs1v,Insufficient Information,#N/A
,NSL224889,Electrical,ELECTRICAL,DSM/Lanxess/Envalior,K225-KS NYLON (VO) NATURAL,https://drive.google.com/open?id=1y0jK9GBV3w68TeiSlbut0quPv4gC9cdl,Insufficient Information,#N/A
,NSL224890,Electrical,ELECTRICAL,Ascend/Formulated,PA6 30GF NAT,,710C3031,CiLON™ 30% GF PA 6 Natural
,NSL224891,Electrical,ELECTRICAL,LOCAL,"POWDER VIRGIN NYLON6-30% BLACK, ROHS COMPLIED",,710D3006-4,#N/A
,NSL224892,Electrical,ELECTRICAL,LOCAL,"VIRGIN NYLON-15% BLACK, ROHS COMPLIED",,710D1004-4,#N/A
,NSL224893,Electrical,ELECTRICAL,DSM/Lanxess/Envalior,Akulon®  K222-KGV4,https://drive.google.com/open?id=1y5jIfBUr4KoTnz8BOOZbHmJRrmusBE-r,710D2004F,#N/A
,NSL224896,Electrical,Electric motor,GRP Group ,AGILON15GF,https://drive.google.com/open?id=1Kq_upe23uimdlbeZhs_XnN_SkG4cqbd_,#N/A,#N/A
,NSL224897,Electrical,male female connector,NA,NA,,500C2192A,HiLENE™ 20% TF PP White
,NSL224898,Electrical,male female connector,Calco,NA,,500C2031,HiLENE™ 20 % GF PP Natural
,NSL224899,Appliance,Zapper ,NA,NA,,#N/A,#N/A
,NSL224900,Electrical,switch part ,NA,NA,,#N/A,#N/A
,NSL224883,Electrical,CFL,NBD,NA,,730C2091LOp,#N/A
,NSL224902,Electrical,Electrical Components ,New Developments ,PA6 15GF FR V2 Natural,,710D1031F,#N/A
,NSL224910,Industrial,"Spindel, Mohara",Calco, 710C0031 ,,710C0031,CiLON™ Unfilled PA 6 Natural
,NSL224904,Automotive,Oil protection cover for engine,Calco,NEW SOP VW,https://drive.google.com/open?id=1-VeBsvid9fh60x437QCPsieN24AbHDXS,710D3004HSL,#N/A
,NSL224911,Electrical,"Switch, Socket",Calco,7730C3001F- PBT 30GF FR Black,,730C3001F,ZiLITE™ 30% GF FR PBT Black
,NSL224916,Automotive,Grear Box,Next Polymers Limited ,Nxmi 01NC,,710C0031A,#N/A
,NSL224915,Automotive,Switch Part ,DSM/Lanxess/Envalior,HFG30,,710C3001UV,#N/A
,NSL224907,Automotive,AUTOMOTIVE PART,"Calco, Celanese/Next",NA,,#N/A,#N/A
,NSL224922,Electrical,Surfacec,NA,NA,,720C0001F,CiLON™ UF FR PA66 Reddish Black
,NSL224901,Automotive,NUT,NA,NG1501NC,,Reject,#N/A
,NSL224926,Electrical,Bulb Terminal block,NEW SOP,NA,,730C3001,ZiLITE™ 30% GF PBT Black
,NSL224927,Automotive,Automotive,NA,NA,,711C3001IM,CiLON™ 30% GF PA6 Impact Modifier Black
,NSL224928,Automotive,Automotive,NA,NA,,710C0031A,#N/A
,NSL224923,Electrical,Electrical component Switch ,Celanese ,Zytel®  FR7026V0F BK001,https://drive.google.com/open?id=1coH5Av36FGdZAj-GdcX_8BrJs9CIXXE9,720D0003F black,#N/A
,NSL224929,Electrical,FAN,NA,NA ,,710C3001N,CiLON™ 30% GF PA6 Black
,NSL224911,Electrical,"Switch, Socket, ",Calco,ZiLITE™ 30% GF FR PBT Black,https://drive.google.com/open?id=1JQUEtGZjh47Dg9g-TqpUzkgWeBbbCsp4,730C3001F,ZiLITE™ 30% GF FR PBT Black
,NSL224920,Appliance,"ABS sheet, Inner part of Freeze ",Starex,QU-0191 S,https://drive.google.com/open?id=1kCEReuM1v93H5U4B-gfRwaiLJBcHli-Z,Reject,#N/A
,NSL224925,consumer goods ,plastic tack buttons ,"DSM/Lanxess/Envalior, NA ",,,710C0031A,#N/A
,NSL224932,Electrical,wire & cable ,NA,nylon6 30gf natural ,,710C3031,CiLON™ 30% GF PA 6 Natural
,NSL224936,Automotive,AUTOMOTIVE,DSM/Lanxess/Envalior,Akulon S240-CH (1),https://drive.google.com/open?id=1NNIVFVIkkd9hTe-v_4NwlalqaaxhMKUu,720D0032HS,#N/A
,NSL224934,Normal round part ,Normal round part ,Guzlon,M40RC 30% GF natural ,,710C4031,CiLON™ 40% GF PA6 Natural
,NSL224838,Industrial,Industrial Products ,Calco,711C1001,,#N/A,#N/A
,NSL224937,Appliance,cupler ,New SOP,NA,,710C0031A,#N/A
,NSL224935,Automotive,Automotive,Calco,721C3002,,721C3002,CiLON™ 33% GF PA 66 Black
,NSL224944,Electrical,Bobbin ,Ravago,NA ,,710C3033,CiLON™ 30% GF PA6 Natural
,NSL224938,Automotive,Automotive,NA,NA,,710C0031A,#N/A
,NSL224948,Agriculture,Agriculture Walve,Pi Polyblendz,NA,,500C3001,HiLENE™ 30% GF PP Black
,NSL224947,Industrial,Cover part,Guzlon,M28RC,,#N/A,#N/A
,NSL224933,Electrical,modular USB CHARGER SOCAIT,New devlopment,NA,https://drive.google.com/file/d/1KM1j3eXyMJ79QgjlFfkG6VFJoeNn9Cfd/view?usp=sharing,710C2001F,CiLON™ 20% GF FR PA 6 Black
,NSL224942,Industrial,Tree Tag,Azoty Tarnow,Tarnamid T-27 GF30 LM BK - WG-117111903,https://drive.google.com/open?id=1XMZAs7C5eb3qEkNrOhqWBHOEEU3UJCwV,710D3002HS,#N/A
,NSL224943,Electrical,Light ,NA,NA,,#N/A,#N/A
,NSL224956,Automotive,Bumper ,Next Polymers ,NST-35ABK,,Insufficient Information,#N/A
